CustomerID,StartDate,TenureMonths,ContractType,Channel,Region,MonthlyFee,AvgWeeklyUsage,SupportTickets_90d,LatePayments_12m,NPS,Churn_3m
C100321,2022-08-16,7,Mensal,Online,Norte,35.83,0.0,0,0,1,0
C100322,2021-06-30,37,Anual,Online,Norte,19.71,5.27,0,1,-5,0
C100323,2022-04-12,55,Mensal,Loja,Centro,35.12,3.21,0,1,61,0
C100324,2022-12-17,58,Mensal,Loja,Norte,32.82,0.06,1,1,36,1
C100325,2021-02-07,14,Mensal,Parceiro,Ilhas,30.82,1.66,0,0,18,0
C100326,2022-06-16,14,Trimestral,Online,Norte,44.71,4.03,1,0,44,1
C100327,2022-08-15,3,Mensal,Online,Lisboa,27.02,2.35,1,0,25,0
C100328,2022-04-29,9,Trimestral,Loja,Algarve,48.48,1.98,1,0,36,0
C100329,2022-08-02,33,Mensal,Online,Norte,30.2,5.04,0,1,0,0
C100330,2023-03-18,33,Mensal,Online,Lisboa,21.78,1.12,0,0,87,0
C100331,2021-04-23,22,Mensal,Parceiro,Algarve,32.56,1.52,0,0,8,0
C100332,2022-05-29,19,Anual,Loja,Lisboa,23.39,3.14,1,1,72,0
C100333,2022-12-18,49,Mensal,Parceiro,Centro,25.99,3.42,0,0,19,0
C100334,2023-01-10,28,Trimestral,Online,Algarve,35.18,3.59,1,0,49,0
C100335,2022-02-25,48,Mensal,Online,Alentejo,36.44,4.26,0,0,47,1
C100336,2023-06-17,57,Mensal,Online,Lisboa,27.02,3.12,2,0,59,0
C100337,2021-10-19,19,Mensal,Parceiro,Norte,39.9,3.58,3,1,0,0
C100338,2022-02-01,12,Mensal,Online,Norte,41.26,2.39,0,0,57,0
C100339,2023-01-12,57,Mensal,Online,Algarve,43.49,2.9,0,0,80,0
C100340,2022-01-31,38,Anual,Online,Centro,36.24,2.97,1,0,17,1
C100341,2021-11-06,18,Anual,Loja,Norte,42.91,3.14,1,1,26,0
C100342,2022-05-16,37,Trimestral,Loja,Lisboa,16.95,4.04,0,0,9,0
C100343,2022-07-14,31,Trimestral,Loja,Ilhas,29.46,3.69,0,0,15,1
C100344,2023-05-23,54,Mensal,Online,Norte,25.06,2.87,0,1,76,0
C100345,2022-07-11,16,Trimestral,Loja,Norte,32.95,1.51,0,1,-5,0
C100346,2021-06-16,59,Mensal,Online,Lisboa,27.43,2.91,0,0,-3,0
C100347,2021-02-17,56,Anual,Online,Alentejo,30.67,2.76,1,0,73,0
C100348,2023-05-21,11,Anual,Online,Lisboa,47.06,3.11,0,0,44,0
C100349,2022-01-16,10,Mensal,Loja,Algarve,30.64,6.33,0,0,89,1
C100350,2021-07-01,32,Anual,Online,Norte,35.31,1.96,0,0,11,0
C100351,2021-07-20,3,Anual,Parceiro,Centro,30.14,3.48,0,0,29,0
C100352,2021-04-06,18,Mensal,Loja,Lisboa,32.61,4.51,1,0,5,0
C100353,2021-06-29,26,Anual,Online,Centro,32.05,2.96,0,0,29,0
C100354,2022-12-04,58,Mensal,Loja,Lisboa,35.59,6.54,0,0,-28,0
C100355,2022-08-13,59,Mensal,Loja,Algarve,41.32,2.2,0,0,46,0
C100356,2022-06-24,9,Mensal,Online,Centro,45.18,3.32,0,0,35,0
C100357,2021-01-11,53,Trimestral,Loja,Algarve,34.48,1.52,1,2,23,0
C100358,2022-08-29,6,Mensal,Online,Norte,36.72,2.24,1,0,13,0
C100359,2023-05-23,45,Anual,Online,Lisboa,22.79,3.2,0,0,-2,0
C100360,2023-04-11,50,Mensal,Loja,Lisboa,31.3,4.15,0,0,47,0
C100361,2021-12-22,53,Mensal,Loja,Lisboa,39.52,3.31,0,1,-10,1
C100362,2022-06-25,14,Trimestral,Online,Norte,38.93,4.81,1,0,40,0
C100363,2021-09-26,53,Mensal,Online,Ilhas,33.69,2.65,2,0,87,1
C100364,2023-03-11,7,Trimestral,Loja,Algarve,39.09,2.27,0,0,70,1
C100365,2023-04-08,31,Mensal,Online,Algarve,35.93,7.13,0,1,-20,0
C100366,2021-07-20,28,Anual,Parceiro,Algarve,41.6,3.43,0,0,9,0
C100367,2022-03-15,19,Trimestral,Loja,Norte,34.31,1.65,1,0,38,1
C100368,2021-08-01,2,Mensal,Parceiro,Lisboa,29.15,1.69,1,1,23,1
C100369,2022-07-07,46,Mensal,Online,Centro,34.69,1.29,0,1,-17,0
C100370,2021-09-21,20,Mensal,Loja,Algarve,10.0,4.3,1,0,37,0
C100371,2022-09-19,40,Anual,Online,Centro,35.06,2.22,1,1,25,0
C100372,2023-06-03,25,Trimestral,Online,Centro,10.0,3.0,3,0,82,0
C100373,2023-02-24,23,Mensal,Online,Alentejo,18.21,2.7,1,0,17,1
C100374,2021-06-13,53,Mensal,Online,Norte,35.61,3.97,1,0,60,1
C100375,2021-04-27,6,Anual,Parceiro,Algarve,35.82,1.45,0,0,-13,0
C100376,2023-01-04,44,Mensal,Loja,Centro,22.7,1.08,0,0,-6,0
C100377,2021-03-15,45,Trimestral,Loja,Alentejo,26.3,3.16,0,0,47,0
C100378,2021-12-27,23,Trimestral,Loja,Algarve,42.96,3.76,0,0,58,0
C100379,2023-06-14,16,Mensal,Loja,Lisboa,28.13,3.33,1,0,-4,1
C100380,2022-02-08,1,Mensal,Loja,Centro,49.94,1.5,1,0,26,0
C100381,2021-01-08,56,Mensal,Loja,Norte,31.98,3.88,1,0,-16,1
C100382,2023-05-28,56,Mensal,Loja,Norte,35.26,1.61,0,2,20,1
C100383,2022-09-30,15,Anual,Loja,Norte,44.93,1.97,1,0,50,0
C100384,2021-10-25,2,Trimestral,Online,Lisboa,33.05,1.29,1,0,12,0
C100385,2022-07-04,8,Anual,Parceiro,Centro,23.98,4.88,0,0,18,0
C100386,2022-07-06,4,Mensal,Online,Centro,31.12,3.81,1,0,-9,0
C100387,2022-05-13,50,Mensal,Online,Centro,31.72,3.77,1,0,6,1
C100388,2023-05-15,53,Trimestral,Parceiro,Ilhas,21.08,4.8,1,0,78,0
C100389,2022-12-09,10,Mensal,Online,Norte,29.95,7.3,0,0,27,0
C100390,2021-08-22,45,Mensal,Online,Centro,26.06,0.07,4,0,-5,0
C100391,2023-06-13,11,Mensal,Online,Lisboa,39.39,1.62,0,0,16,1
C100392,2023-05-17,22,Trimestral,Online,Norte,32.28,1.81,0,1,-23,1
C100393,2021-02-12,36,Trimestral,Parceiro,Ilhas,29.74,1.44,0,0,-5,1
C100394,2021-09-25,43,Mensal,Loja,Norte,31.15,1.08,0,0,66,1
C100395,2022-07-08,52,Anual,Loja,Alentejo,33.78,2.32,1,0,21,0
C100396,2023-03-02,3,Mensal,Parceiro,Lisboa,36.93,0.85,0,0,82,1
C100397,2022-10-08,12,Mensal,Loja,Algarve,24.0,3.34,0,0,22,0
C100398,2022-06-01,17,Mensal,Parceiro,Alentejo,23.67,2.88,0,0,24,0
C100399,2021-10-03,19,Anual,Online,Algarve,40.84,3.57,0,0,44,0
C100400,2021-03-29,59,Mensal,Loja,Lisboa,28.7,3.61,0,0,-55,0
C100401,2023-03-15,46,Mensal,Online,Lisboa,20.67,3.76,0,0,31,0
C100402,2022-04-25,19,Mensal,Online,Alentejo,35.55,2.2,0,0,24,0
C100403,2022-02-16,58,Trimestral,Loja,Lisboa,35.71,6.19,1,0,70,0
C100404,2023-06-01,30,Trimestral,Online,Lisboa,19.75,3.18,1,1,54,1
C100405,2021-05-29,30,Mensal,Loja,Centro,33.84,0.0,0,0,-9,0
C100406,2021-08-17,26,Anual,Loja,Centro,37.88,1.2,0,1,62,0
C100407,2023-02-08,9,Mensal,Online,Lisboa,35.0,0.02,1,0,17,1
C100408,2021-09-13,56,Mensal,Online,Norte,37.06,2.83,0,0,-2,0
C100409,2023-04-29,1,Trimestral,Loja,Lisboa,20.77,2.61,0,0,31,0
C100410,2023-02-12,11,Trimestral,Parceiro,Norte,34.65,2.05,1,0,19,0
C100411,2021-03-31,14,Mensal,Online,Lisboa,29.58,6.02,0,2,71,0
C100412,2022-02-16,17,Trimestral,Parceiro,Alentejo,28.14,3.68,1,0,35,0
C100413,2022-11-08,8,Mensal,Loja,Lisboa,38.96,3.96,0,0,31,0
C100414,2022-03-17,2,Trimestral,Loja,Alentejo,43.83,1.31,0,0,52,0
C100415,2021-07-13,40,Trimestral,Online,Norte,46.35,1.2,0,0,58,0
C100416,2021-02-10,58,Anual,Loja,Norte,42.52,2.86,1,0,49,0
C100417,2021-01-07,8,Mensal,Loja,Alentejo,31.12,3.08,0,0,68,1
C100418,2021-06-10,18,Trimestral,Online,Algarve,34.82,0.0,0,0,43,0
C100419,2021-08-23,30,Trimestral,Parceiro,Alentejo,38.13,2.51,0,0,30,0
C100420,2021-09-29,55,Mensal,Parceiro,Alentejo,32.97,2.82,1,0,62,0
C100421,2023-02-09,41,Mensal,Loja,Alentejo,33.05,2.46,1,0,22,0
C100422,2022-04-03,46,Anual,Loja,Algarve,38.59,1.5,0,1,26,0
C100423,2021-05-08,35,Mensal,Loja,Alentejo,31.53,1.94,0,0,77,0
C100424,2021-03-16,25,Trimestral,Loja,Algarve,26.17,2.52,1,0,74,0
C100425,2021-04-28,12,Mensal,Loja,Norte,28.68,2.95,0,0,25,0
C100426,2021-10-10,51,Anual,Online,Norte,37.07,3.77,1,2,11,0
C100427,2022-10-28,48,Mensal,Online,Lisboa,32.02,4.53,0,0,69,0
C100428,2021-02-14,2,Anual,Online,Lisboa,34.72,2.33,0,0,49,0
C100429,2022-01-01,43,Trimestral,Parceiro,Algarve,37.36,2.07,1,0,34,0
C100430,2022-02-07,5,Mensal,Online,Centro,29.0,3.5,0,0,15,1
C100431,2021-05-14,44,Trimestral,Parceiro,Centro,38.05,3.78,0,0,35,0
C100432,2021-02-22,49,Trimestral,Loja,Algarve,35.03,2.11,0,0,24,1
C100433,2021-07-27,8,Mensal,Online,Centro,22.12,4.06,0,0,5,0
C100434,2021-05-17,26,Mensal,Parceiro,Algarve,43.54,4.37,0,0,29,0
C100435,2022-12-17,8,Trimestral,Loja,Norte,27.99,4.87,0,0,33,0
C100436,2023-04-06,34,Trimestral,Online,Lisboa,18.76,5.65,0,0,14,0
C100437,2022-07-15,55,Mensal,Online,Lisboa,23.64,1.41,1,0,52,0
C100438,2022-11-14,5,Anual,Online,Centro,23.83,2.82,0,0,64,0
C100439,2022-11-16,24,Mensal,Online,Norte,32.42,2.82,2,0,54,0
C100440,2023-03-01,58,Mensal,Online,Centro,29.81,2.64,0,0,17,0
C100441,2021-03-29,18,Trimestral,Loja,Centro,29.31,1.76,0,0,48,1
C100442,2023-06-17,8,Mensal,Online,Centro,36.96,0.42,0,1,27,0
C100443,2022-02-17,29,Mensal,Online,Algarve,34.72,2.95,0,0,-12,1
C100444,2022-05-04,30,Mensal,Online,Norte,34.53,1.57,0,0,45,0
C100445,2022-12-19,40,Mensal,Online,Lisboa,35.28,2.94,0,0,29,0
C100446,2022-03-21,19,Mensal,Parceiro,Norte,36.93,1.53,0,0,100,0
C100447,2021-08-28,57,Trimestral,Online,Ilhas,15.14,1.04,0,0,69,0
C100448,2021-01-18,31,Mensal,Online,Algarve,29.08,3.17,0,0,46,0
C100449,2021-06-02,17,Anual,Loja,Ilhas,14.56,3.04,0,0,32,0
C100450,2021-03-17,57,Trimestral,Parceiro,Ilhas,32.29,3.73,2,0,30,0
C100451,2021-12-10,55,Mensal,Loja,Centro,31.96,6.3,0,0,-5,0
C100452,2022-12-03,30,Mensal,Loja,Alentejo,40.36,3.24,0,0,-27,1
C100453,2021-10-28,2,Trimestral,Parceiro,Centro,41.5,3.58,0,0,-1,0
C100454,2022-06-22,36,Mensal,Loja,Algarve,33.62,1.08,1,0,24,0
C100455,2021-06-16,33,Mensal,Parceiro,Lisboa,28.0,0.74,0,0,-38,0
C100456,2022-06-16,9,Anual,Online,Lisboa,35.88,5.33,0,0,9,0
C100457,2023-05-09,38,Trimestral,Loja,Ilhas,27.78,1.32,0,0,18,0
C100458,2021-10-11,50,Trimestral,Parceiro,Algarve,31.99,1.13,0,0,19,1
C100459,2022-03-11,7,Mensal,Parceiro,Ilhas,39.89,2.74,0,0,5,0
C100460,2023-05-17,43,Mensal,Loja,Norte,27.54,2.66,1,1,15,0
C100461,2022-07-02,9,Mensal,Loja,Centro,38.45,1.36,0,0,77,0
C100462,2021-12-26,45,Trimestral,Online,Centro,37.42,2.31,0,0,45,0
C100463,2021-04-19,25,Mensal,Loja,Lisboa,24.36,4.77,0,1,8,0
C100464,2023-04-24,1,Mensal,Online,Lisboa,39.79,1.51,0,1,23,1
C100465,2022-07-04,58,Mensal,Loja,Centro,37.59,0.57,0,0,24,0
C100466,2021-02-21,10,Trimestral,Loja,Algarve,32.82,4.31,1,0,2,0
C100467,2022-05-15,36,Trimestral,Online,Centro,25.9,3.59,0,0,2,1
C100468,2023-05-22,11,Mensal,Online,Alentejo,25.13,1.81,0,0,55,0
C100469,2023-04-19,56,Mensal,Online,Algarve,27.7,0.27,0,0,12,1
C100470,2021-06-26,44,Mensal,Loja,Lisboa,36.34,1.61,0,0,-8,1
C100471,2022-01-07,48,Mensal,Loja,Lisboa,24.35,2.71,1,1,24,0
C100472,2023-06-07,26,Mensal,Loja,Centro,35.5,4.67,0,0,29,0
C100473,2022-12-05,28,Mensal,Online,Norte,22.07,1.14,1,0,-34,1
C100474,2022-05-20,38,Trimestral,Loja,Algarve,30.37,2.66,0,2,24,1
C100475,2021-10-01,47,Trimestral,Loja,Lisboa,32.88,3.88,0,2,51,0
C100476,2022-11-18,50,Anual,Online,Norte,51.56,0.0,0,1,39,0
C100477,2022-06-06,2,Anual,Online,Ilhas,20.98,4.45,0,0,92,0
C100478,2022-04-17,40,Mensal,Loja,Alentejo,43.78,0.91,1,0,63,0
C100479,2023-04-15,7,Mensal,Online,Algarve,33.2,3.33,2,0,68,0
C100480,2021-12-06,17,Mensal,Online,Lisboa,35.29,3.19,2,0,100,0
C100481,2022-07-17,49,Trimestral,Online,Ilhas,32.95,4.54,2,0,48,0
C100482,2021-02-09,15,Mensal,Online,Centro,35.56,3.68,0,1,30,0
C100483,2022-10-03,48,Mensal,Online,Centro,30.77,0.0,0,1,54,0
C100484,2022-05-08,28,Mensal,Online,Algarve,43.63,1.54,1,0,8,1
C100485,2023-02-28,14,Mensal,Loja,Algarve,28.35,3.02,1,0,28,0
C100486,2021-10-27,20,Trimestral,Loja,Lisboa,41.06,2.49,1,1,6,0
C100487,2023-04-13,32,Trimestral,Online,Norte,26.85,3.56,1,0,37,0
C100488,2022-06-03,46,Mensal,Loja,Centro,31.52,4.06,2,0,5,0
C100489,2021-07-07,36,Anual,Loja,Algarve,23.42,3.77,0,0,4,0
C100490,2021-05-25,56,Mensal,Online,Algarve,35.64,2.46,0,0,37,0
C100491,2021-06-26,52,Mensal,Online,Centro,43.56,0.0,1,1,21,0
C100492,2021-09-29,45,Mensal,Online,Norte,31.38,2.07,1,0,-33,0
C100493,2022-05-11,36,Trimestral,Loja,Alentejo,30.42,3.47,0,0,-19,0
C100494,2023-02-21,18,Trimestral,Loja,Algarve,23.08,1.06,0,1,-9,0
C100495,2023-06-15,25,Mensal,Online,Lisboa,30.17,3.81,0,0,-1,1
C100496,2022-09-03,8,Anual,Loja,Lisboa,19.26,4.25,1,0,37,0
C100497,2022-03-18,23,Mensal,Parceiro,Ilhas,24.7,3.0,0,0,32,0
C100498,2022-07-06,55,Mensal,Online,Centro,33.81,0.0,1,0,57,1
C100499,2021-10-25,26,Trimestral,Loja,Lisboa,42.55,0.76,1,0,48,1
C100500,2021-08-09,7,Anual,Loja,Lisboa,54.47,5.82,0,0,57,0
C100501,2022-04-29,39,Trimestral,Loja,Lisboa,27.31,1.93,0,0,43,0
C100502,2023-01-15,57,Anual,Loja,Algarve,43.48,0.0,0,0,31,1
C100503,2021-02-27,52,Mensal,Loja,Lisboa,33.95,4.78,0,1,58,0
C100504,2021-04-10,17,Trimestral,Online,Lisboa,30.79,2.82,1,0,53,0
C100505,2021-06-09,27,Anual,Online,Norte,35.46,4.57,0,0,36,0
C100506,2021-07-08,32,Mensal,Loja,Alentejo,32.5,3.24,0,0,63,0
C100507,2021-05-15,15,Mensal,Online,Norte,32.88,3.53,0,0,-45,1
C100508,2021-04-28,16,Anual,Parceiro,Norte,28.73,3.38,1,0,16,0
C100509,2021-01-26,14,Mensal,Online,Lisboa,20.82,3.92,1,0,16,1
C100510,2021-11-10,59,Mensal,Loja,Lisboa,19.65,6.44,0,0,60,0
C100511,2022-10-12,45,Anual,Loja,Ilhas,37.23,4.35,0,0,72,0
C100512,2021-05-22,50,Anual,Online,Alentejo,29.79,0.27,0,0,-19,1
C100513,2021-10-20,49,Anual,Loja,Algarve,27.23,3.51,1,1,67,0
C100514,2023-05-26,57,Anual,Online,Centro,32.07,4.63,0,0,-10,0
C100515,2021-06-01,7,Mensal,Loja,Lisboa,38.36,4.72,0,0,-9,0
C100516,2023-06-08,53,Anual,Loja,Ilhas,33.44,2.12,0,0,18,1
C100517,2022-04-07,4,Mensal,Parceiro,Lisboa,26.75,4.66,2,1,15,0
C100518,2022-10-14,29,Trimestral,Loja,Algarve,41.81,4.28,1,0,-22,1
C100519,2021-10-19,36,Mensal,Parceiro,Lisboa,44.63,6.92,0,0,44,0
C100520,2021-10-20,22,Anual,Parceiro,Centro,35.96,1.6,1,0,45,0
C100521,2021-12-20,9,Trimestral,Online,Lisboa,39.79,1.99,2,1,57,0
C100522,2021-04-26,12,Anual,Parceiro,Centro,41.94,2.31,2,0,12,1
C100523,2021-10-11,49,Mensal,Parceiro,Norte,41.04,2.02,0,0,24,0
C100524,2023-03-16,19,Mensal,Online,Centro,36.91,1.38,2,0,24,0
C100525,2021-01-04,19,Mensal,Loja,Centro,36.79,0.0,0,0,76,0
C100526,2022-05-30,55,Mensal,Online,Lisboa,36.16,2.1,1,0,-60,1
C100527,2022-09-12,9,Trimestral,Loja,Algarve,23.22,3.39,0,0,-4,1
C100528,2021-05-08,55,Mensal,Online,Lisboa,37.61,2.01,0,0,25,0
C100529,2021-04-10,55,Trimestral,Loja,Algarve,21.15,5.9,0,0,-8,0
C100530,2022-05-13,36,Mensal,Online,Lisboa,25.64,2.82,0,0,17,0
C100531,2021-07-17,10,Mensal,Loja,Norte,42.43,4.87,0,1,21,0
C100532,2023-05-31,10,Trimestral,Online,Centro,38.72,3.22,0,0,5,1
C100533,2021-06-21,17,Mensal,Loja,Ilhas,43.9,4.12,1,0,27,0
C100534,2021-04-28,35,Mensal,Loja,Lisboa,29.83,3.25,0,1,44,0
C100535,2021-10-26,10,Mensal,Loja,Ilhas,22.78,4.99,0,0,18,0
C100536,2021-10-26,27,Mensal,Online,Centro,30.08,2.89,0,0,11,0
C100537,2021-05-25,7,Trimestral,Online,Alentejo,32.82,3.59,0,0,20,0
C100538,2022-08-22,32,Mensal,Online,Algarve,32.63,3.39,0,0,25,0
C100539,2021-11-09,2,Mensal,Parceiro,Ilhas,41.07,2.34,0,0,-27,0
C100540,2022-04-20,42,Trimestral,Online,Norte,29.11,3.45,0,0,39,0
C100541,2021-08-07,4,Mensal,Loja,Ilhas,34.82,6.38,0,1,11,0
C100542,2021-03-28,12,Trimestral,Online,Lisboa,24.09,2.37,0,0,63,0
C100543,2021-02-25,11,Mensal,Loja,Algarve,35.6,3.47,2,0,43,0
C100544,2021-02-17,50,Anual,Online,Lisboa,32.02,4.81,0,2,60,0
C100545,2023-02-23,4,Mensal,Loja,Lisboa,26.0,4.62,0,0,-5,0
C100546,2021-08-26,26,Mensal,Online,Lisboa,30.11,2.82,0,0,14,0
C100547,2021-10-03,35,Anual,Online,Algarve,30.53,0.0,0,1,-12,0
C100548,2022-06-06,31,Trimestral,Online,Centro,29.84,3.63,0,0,4,0
C100549,2021-03-27,41,Trimestral,Online,Lisboa,46.17,0.0,0,0,63,0
C100550,2022-06-25,48,Anual,Loja,Lisboa,31.21,5.15,0,2,70,0
C100551,2022-04-15,24,Mensal,Parceiro,Algarve,30.05,3.07,1,0,-9,1
C100552,2022-12-14,49,Anual,Loja,Lisboa,15.22,4.4,1,1,11,0
C100553,2021-04-21,19,Trimestral,Parceiro,Alentejo,24.85,1.36,0,0,23,1
C100554,2021-01-16,59,Mensal,Loja,Lisboa,29.9,0.32,0,0,43,0
C100555,2022-11-27,30,Mensal,Online,Alentejo,26.51,3.22,1,1,-28,0
C100556,2021-11-30,44,Mensal,Online,Alentejo,43.05,2.75,0,0,-23,0
C100557,2021-02-25,52,Anual,Online,Alentejo,30.68,2.01,0,0,40,0
C100558,2022-05-16,47,Mensal,Online,Algarve,42.31,2.94,1,0,-33,0
C100559,2022-02-23,51,Mensal,Parceiro,Lisboa,32.49,7.23,0,0,12,0
C100560,2023-05-06,32,Trimestral,Loja,Centro,32.3,4.14,0,0,30,0
C100561,2023-04-30,3,Trimestral,Loja,Alentejo,31.29,4.48,0,0,37,0
C100562,2022-05-01,30,Mensal,Loja,Norte,32.03,4.15,0,1,21,0
C100563,2021-05-24,11,Anual,Online,Centro,45.75,5.17,0,0,14,0
C100564,2022-11-05,53,Mensal,Loja,Algarve,13.44,2.5,0,1,50,0
C100565,2021-07-01,14,Anual,Online,Lisboa,15.99,0.0,1,0,34,0
C100566,2023-01-25,14,Mensal,Online,Lisboa,27.65,2.5,1,1,6,0
C100567,2022-06-25,15,Mensal,Online,Ilhas,32.12,4.1,1,0,26,0
C100568,2021-11-15,38,Trimestral,Online,Centro,37.52,1.25,0,0,36,1
C100569,2023-06-01,34,Mensal,Loja,Norte,35.78,2.52,0,1,77,0
C100570,2022-04-08,56,Mensal,Online,Norte,28.93,1.69,1,0,49,0
C100571,2021-12-14,25,Mensal,Online,Centro,40.15,5.2,1,1,61,0
C100572,2021-06-20,17,Trimestral,Parceiro,Alentejo,40.24,4.0,0,0,7,1
C100573,2022-08-07,3,Anual,Parceiro,Algarve,33.47,3.84,0,0,9,0
C100574,2021-08-31,1,Anual,Loja,Lisboa,39.7,3.79,0,0,18,0
C100575,2021-05-18,23,Anual,Loja,Centro,34.18,2.74,0,0,21,0
C100576,2021-04-17,55,Anual,Loja,Lisboa,27.51,3.12,0,0,-5,0
C100577,2022-08-01,31,Mensal,Online,Norte,37.58,0.9,0,0,63,0
C100578,2023-04-09,53,Mensal,Online,Alentejo,32.88,0.0,0,0,52,1
C100579,2021-08-16,6,Anual,Online,Lisboa,32.01,3.04,0,0,16,1
C100580,2021-07-15,6,Anual,Online,Norte,43.78,3.32,1,0,44,1
C100581,2022-07-06,50,Anual,Parceiro,Algarve,12.39,4.73,1,0,32,0
C100582,2021-05-09,7,Trimestral,Loja,Algarve,20.66,5.31,0,0,47,0
C100583,2021-03-21,4,Mensal,Parceiro,Centro,22.5,5.31,0,0,-15,0
C100584,2022-07-28,24,Anual,Loja,Alentejo,29.09,1.2,1,0,21,0
C100585,2022-04-18,55,Anual,Loja,Lisboa,29.96,2.24,1,0,23,0
C100586,2021-01-26,41,Trimestral,Loja,Norte,19.94,3.57,0,0,44,0
C100587,2021-08-02,6,Anual,Loja,Centro,24.12,6.85,0,1,6,0
C100588,2021-06-28,50,Trimestral,Loja,Alentejo,25.11,5.17,0,0,-50,1
C100589,2022-09-06,50,Anual,Online,Ilhas,51.66,4.59,0,0,-7,0
C100590,2022-08-23,48,Mensal,Loja,Lisboa,46.41,2.18,0,0,23,0
C100591,2022-11-04,54,Anual,Online,Lisboa,28.71,1.39,0,0,27,0
C100592,2021-03-31,15,Mensal,Loja,Alentejo,29.09,4.06,0,0,76,0
C100593,2023-02-03,58,Mensal,Online,Lisboa,22.81,1.04,0,0,42,0
C100594,2021-07-08,19,Mensal,Loja,Norte,16.73,2.42,1,1,27,0
C100595,2023-06-13,48,Mensal,Online,Lisboa,31.06,2.62,0,0,24,0
C100596,2023-02-24,35,Mensal,Online,Algarve,24.02,5.35,1,0,58,0
C100597,2022-02-18,46,Anual,Loja,Algarve,31.32,2.23,0,0,7,1
C100598,2022-12-09,38,Trimestral,Online,Ilhas,19.2,0.0,1,1,21,1
C100599,2022-08-27,38,Anual,Parceiro,Norte,25.9,3.61,1,1,-8,0
C100600,2022-11-28,37,Mensal,Online,Lisboa,33.19,1.68,1,1,68,1
C100601,2021-01-17,46,Mensal,Online,Lisboa,34.93,2.87,3,1,37,0
C100602,2021-03-17,44,Trimestral,Online,Centro,35.34,2.66,0,0,4,0
C100603,2023-03-26,8,Trimestral,Loja,Centro,21.44,2.36,0,0,22,0
C100604,2022-12-05,49,Mensal,Loja,Algarve,38.84,4.06,0,0,40,0
C100605,2022-07-09,32,Anual,Online,Alentejo,25.6,0.35,0,0,17,0
C100606,2021-10-09,20,Anual,Online,Alentejo,37.06,1.97,1,0,9,0
C100607,2022-01-15,31,Trimestral,Loja,Centro,31.91,3.89,0,0,5,0
C100608,2021-12-20,58,Anual,Parceiro,Lisboa,20.99,1.82,0,1,35,1
C100609,2022-01-26,51,Trimestral,Online,Norte,29.47,0.23,0,1,14,0
C100610,2022-07-20,50,Trimestral,Online,Norte,34.92,3.87,0,0,11,0
C100611,2022-11-14,28,Mensal,Online,Lisboa,36.9,4.6,0,1,-15,1
C100612,2021-12-12,47,Mensal,Online,Centro,30.87,2.73,1,0,27,0
C100613,2023-01-21,23,Mensal,Loja,Ilhas,44.25,0.0,0,1,20,0
C100614,2021-03-23,41,Trimestral,Parceiro,Lisboa,40.06,3.93,0,1,15,1
C100615,2022-12-29,38,Trimestral,Parceiro,Norte,29.95,0.14,0,0,31,0
C100616,2022-09-01,15,Mensal,Loja,Norte,38.0,3.29,2,0,47,0
C100617,2022-04-05,16,Trimestral,Online,Alentejo,47.47,1.38,1,0,46,0
C100618,2021-12-04,4,Mensal,Parceiro,Norte,47.68,0.94,0,0,42,0
C100619,2021-12-01,9,Mensal,Online,Centro,22.18,2.09,1,0,18,1
C100620,2021-11-21,26,Anual,Online,Lisboa,24.59,2.51,0,0,8,0
C100621,2023-05-01,29,Mensal,Loja,Centro,43.88,1.77,0,1,-6,0
C100622,2021-01-25,10,Mensal,Online,Lisboa,23.53,3.74,0,0,7,0
C100623,2022-07-25,25,Mensal,Loja,Lisboa,21.42,2.09,0,0,26,1
C100624,2023-06-10,36,Mensal,Parceiro,Norte,28.11,4.37,0,0,1,0
C100625,2022-05-05,14,Trimestral,Loja,Algarve,35.36,3.25,0,0,28,0
C100626,2022-07-30,20,Anual,Loja,Lisboa,31.18,1.68,0,0,-4,1
C100627,2022-06-23,22,Trimestral,Online,Lisboa,26.8,1.41,1,0,-25,1
C100628,2022-04-01,30,Trimestral,Online,Norte,26.61,0.16,1,0,50,0
C100629,2022-07-21,22,Mensal,Loja,Lisboa,26.3,3.27,0,0,11,0
C100630,2023-03-25,44,Trimestral,Loja,Centro,24.96,2.23,0,0,0,1
C100631,2022-10-04,20,Mensal,Parceiro,Lisboa,50.25,0.0,1,1,-8,0
C100632,2023-02-04,26,Mensal,Online,Centro,34.38,1.94,1,0,38,0
C100633,2022-05-13,23,Anual,Online,Ilhas,39.09,1.36,0,0,66,1
C100634,2022-11-28,11,Mensal,Online,Centro,28.09,5.32,0,0,13,0
C100635,2023-02-27,41,Mensal,Loja,Ilhas,30.51,0.08,0,0,19,0
C100636,2021-07-10,14,Mensal,Loja,Ilhas,26.29,0.49,0,0,57,0
C100637,2023-02-13,18,Anual,Parceiro,Lisboa,10.79,4.58,0,1,-29,1
C100638,2022-09-10,47,Mensal,Online,Centro,20.98,4.97,0,0,84,0
C100639,2022-02-03,56,Mensal,Loja,Lisboa,17.52,1.61,0,0,98,0
C100640,2022-11-28,40,Anual,Online,Ilhas,14.0,1.79,0,0,-56,0
C100641,2021-06-01,55,Mensal,Online,Lisboa,22.44,3.79,0,0,22,0
C100642,2022-09-21,51,Anual,Online,Lisboa,42.6,0.0,0,0,3,1
